#
#
#   Lonertzian-smoothed spectral function (both aprticle and hole)
#
#   k = 2.54653 fm^-1      and E_F = -50.9208 MeV
#
#
#    E               A(k,E)           k 

-37.9167       3.87649e-05       2.54653
-37.7967       3.88763e-05       2.54653
-37.6767       3.89883e-05       2.54653
-37.5567       3.9101e-05       2.54653
-37.4367       3.92144e-05       2.54653
-37.3167       3.93284e-05       2.54653
-37.1967       3.94432e-05       2.54653
-37.0767       3.95586e-05       2.54653
-36.9567       3.96747e-05       2.54653
-36.8367       3.97916e-05       2.54653
-36.7167       3.99092e-05       2.54653
-36.5967       4.00275e-05       2.54653
-36.4767       4.01466e-05       2.54653
-36.3567       4.02665e-05       2.54653
-36.2367       4.03871e-05       2.54653
-36.1167       4.05085e-05       2.54653
-35.9967       4.06308e-05       2.54653
-35.8767       4.07538e-05       2.54653
-35.7567       4.08777e-05       2.54653
-35.6367       4.10024e-05       2.54653
-35.5167       4.1128e-05       2.54653
-35.3967       4.12544e-05       2.54653
-35.2767       4.13817e-05       2.54653
-35.1567       4.151e-05       2.54653
-35.0367       4.16392e-05       2.54653
-34.9167       4.17693e-05       2.54653
-34.7967       4.19004e-05       2.54653
-34.6767       4.20325e-05       2.54653
-34.5567       4.21656e-05       2.54653
-34.4367       4.22997e-05       2.54653
-34.3167       4.24349e-05       2.54653
-34.1967       4.25712e-05       2.54653
-34.0767       4.27085e-05       2.54653
-33.9567       4.28471e-05       2.54653
-33.8367       4.29868e-05       2.54653
-33.7167       4.31276e-05       2.54653
-33.5967       4.32698e-05       2.54653
-33.4767       4.34132e-05       2.54653
-33.3567       4.35579e-05       2.54653
-33.2367       4.3704e-05       2.54653
-33.1167       4.38515e-05       2.54653
-32.9967       4.40004e-05       2.54653
-32.8767       4.41508e-05       2.54653
-32.7567       4.43028e-05       2.54653
-32.6367       4.44564e-05       2.54653
-32.5167       4.46117e-05       2.54653
-32.3967       4.47688e-05       2.54653
-32.2767       4.49277e-05       2.54653
-32.1567       4.50885e-05       2.54653
-32.0367       4.52513e-05       2.54653
