#
#
#   Lonertzian-smoothed self-energy (both particle and hole)
#
#   k = 2.27768 fm^-1 (group = 7)     and E_F = -52.0162 MeV
#
#   Sigma^{infty} = 39.6058 MeV
#
#
#    E               Re \Sig(k,E)       Im \Sig(k,E)             k 

-65.66      36.7217       -0.01084            2.27768
-65.54      36.7132       -0.0114271            2.27768
-65.42      36.7048       -0.0120062            2.27768
-65.3      36.6963       -0.0125775            2.27768
-65.18      36.6879       -0.0131413            2.27768
-65.06      36.6796       -0.0136979            2.27768
-64.94      36.6712       -0.0142473            2.27768
-64.82      36.6629       -0.0147899            2.27768
-64.7      36.6546       -0.0153259            2.27768
-64.58      36.6463       -0.0158554            2.27768
-64.46      36.6381       -0.0163786            2.27768
-64.34      36.6298       -0.0168957            2.27768
-64.22      36.6216       -0.0174069            2.27768
-64.1      36.6134       -0.0179124            2.27768
-63.98      36.6052       -0.0184123            2.27768
-63.86      36.5971       -0.0189068            2.27768
-63.74      36.5889       -0.019396            2.27768
-63.62      36.5808       -0.0198802            2.27768
-63.5      36.5727       -0.0203594            2.27768
-63.38      36.5646       -0.0208338            2.27768
-63.26      36.5566       -0.0213035            2.27768
-63.14      36.5485       -0.0217687            2.27768
-63.02      36.5404       -0.0222295            2.27768
-62.9      36.5324       -0.0226861            2.27768
-62.78      36.5244       -0.0231385            2.27768
-62.66      36.5164       -0.0235869            2.27768
-62.54      36.5084       -0.0240314            2.27768
-62.42      36.5004       -0.0244721            2.27768
-62.3      36.4924       -0.0249091            2.27768
-62.18      36.4845       -0.0253426            2.27768
-62.06      36.4765       -0.0257727            2.27768
-61.94      36.4686       -0.0261993            2.27768
-61.82      36.4606       -0.0266228            2.27768
-61.7      36.4527       -0.027043            2.27768
-61.58      36.4448       -0.0274602            2.27768
-61.46      36.4369       -0.0278745            2.27768
-61.34      36.429       -0.0282859            2.27768
-61.22      36.4211       -0.0286945            2.27768
-61.1      36.4132       -0.0291004            2.27768
-60.98      36.4053       -0.0295037            2.27768
-60.86      36.3974       -0.0299045            2.27768
-60.74      36.3895       -0.0303028            2.27768
-60.62      36.3817       -0.0306987            2.27768
-60.5      36.3738       -0.0310924            2.27768
-60.38      36.3659       -0.0314839            2.27768
-60.26      36.3581       -0.0318732            2.27768
-60.14      36.3502       -0.0322604            2.27768
-60.02      36.3423       -0.0326457            2.27768
-59.9      36.3345       -0.033029            2.27768
-59.78      36.3266       -0.0334104            2.27768
-59.66      36.3188       -0.0337901            2.27768
-59.54      36.3109       -0.034168            2.27768
-59.42      36.303       -0.0345443            2.27768
-59.3      36.2952       -0.0349189            2.27768
-59.18      36.2873       -0.035292            2.27768
-59.06      36.2795       -0.0356637            2.27768
-58.94      36.2716       -0.0360339            2.27768
-58.82      36.2637       -0.0364027            2.27768
-58.7      36.2559       -0.0367702            2.27768
-58.58      36.248       -0.0371365            2.27768
-58.46      36.2401       -0.0375016            2.27768
-58.34      36.2323       -0.0378655            2.27768
-58.22      36.2244       -0.0382283            2.27768
-58.1      36.2165       -0.0385901            2.27768
-57.98      36.2086       -0.0389509            2.27768
-57.86      36.2007       -0.0393107            2.27768
-57.74      36.1928       -0.0396696            2.27768
-57.62      36.1849       -0.0400277            2.27768
-57.5      36.177       -0.040385            2.27768
-57.38      36.1691       -0.0407415            2.27768
-57.26      36.1612       -0.0410973            2.27768
-57.14      36.1533       -0.0414525            2.27768
-57.02      36.1454       -0.041807            2.27768
-56.9      36.1374       -0.042161            2.27768
-56.78      36.1295       -0.0425144            2.27768
-56.66      36.1215       -0.0428674            2.27768
-56.54      36.1136       -0.0432198            2.27768
-56.42      36.1056       -0.0435719            2.27768
-56.3      36.0976       -0.0439236            2.27768
-56.18      36.0896       -0.044275            2.27768
-56.06      36.0817       -0.0446261            2.27768
-55.94      36.0737       -0.044977            2.27768
-55.82      36.0656       -0.0453276            2.27768
-55.7      36.0576       -0.0456781            2.27768
-55.58      36.0496       -0.0460284            2.27768
-55.46      36.0415       -0.0463787            2.27768
-55.34      36.0335       -0.0467289            2.27768
-55.22      36.0254       -0.047079            2.27768
-55.1      36.0173       -0.0474292            2.27768
-54.98      36.0093       -0.0477795            2.27768
-54.86      36.0012       -0.0481298            2.27768
-54.74      35.993       -0.0484802            2.27768
-54.62      35.9849       -0.0488308            2.27768
-54.5      35.9768       -0.0491816            2.27768
-54.38      35.9686       -0.0495327            2.27768
-54.26      35.9605       -0.0498839            2.27768
-54.26       0       0


-49.7967       0       0
-49.7967      35.6449       -0.0634352            2.27768
-49.6767      35.636       -0.0638205            2.27768
-49.5567      35.6271       -0.0642073            2.27768
-49.4367      35.6182       -0.0645956            2.27768
-49.3167      35.6092       -0.0649854            2.27768
