#
#
#   Lonertzian-smoothed HOLE spectral function (both aprticle and hole) as
#  function of momentum and energy
#
#      Range [Emin -:- Ef-] = -282.432  -:-  -58.0449 MeV
#
#      E_F = -50.9208 MeV
#
#
#    k              E               A(k,E)

1.13884    -147.432       0.000578063
1.13884    -146.732       0.000800775
1.13884    -146.032       0.00106723
1.13884    -145.332       0.00129421
1.13884    -144.632       0.00116614
1.13884    -143.932       0.000990538
1.13884    -143.232       0.000983515
1.13884    -142.532       0.00103291
1.13884    -141.832       0.00104992
1.13884    -141.132       0.00105097
1.13884    -140.432       0.000989302
1.13884    -139.732       0.00102367
1.13884    -139.032       0.0011128
1.13884    -138.332       0.00103934
1.13884    -137.632       0.00098773
1.13884    -136.932       0.00107226
1.13884    -136.232       0.0011887
1.13884    -135.532       0.00122966
1.13884    -134.832       0.00114684
1.13884    -134.132       0.00109225
1.13884    -133.432       0.00113491
1.13884    -132.732       0.00110535
1.13884    -132.032       0.00102765
1.13884    -131.332       0.00101989
1.13884    -130.632       0.00109346
1.13884    -129.932       0.00120055
1.13884    -129.232       0.00116008
1.13884    -128.532       0.0010307
1.13884    -127.832       0.000986714
1.13884    -127.132       0.000929057
1.13884    -126.432       0.000792469
1.13884    -125.732       0.000736907
1.13884    -125.032       0.000730882
1.13884    -124.332       0.000679658
1.13884    -123.632       0.000701276
1.13884    -122.932       0.000872189
1.13884    -122.232       0.00127899
1.13884    -121.532       0.0019711
1.13884    -120.832       0.00222373
1.13884    -120.132       0.00155558
1.13884    -119.432       0.000992273
1.13884    -118.732       0.000713996
1.13884    -118.032       0.00060445
1.13884    -117.332       0.000603036
1.13884    -116.632       0.000614868
1.13884    -115.932       0.000516173
1.13884    -115.232       0.00041705
1.13884    -114.532       0.000363277
1.13884    -113.832       0.000336923
1.13884    -113.132       0.000325283
1.13884    -112.432       0.000322471
1.13884    -111.732       0.000325816
1.13884    -111.032       0.000334167
1.13884    -110.332       0.000347225
1.13884    -109.632       0.000365324
1.13884    -108.932       0.000389389
1.13884    -108.232       0.000421109
1.13884    -107.532       0.000464025
1.13884    -106.832       0.000523363
1.13884    -106.132       0.00060298
1.13884    -105.432       0.00071983
1.13884    -104.732       0.000917856
1.13884    -104.032       0.00123605
1.13884    -103.332       0.00154316
1.13884    -102.632       0.00180892
1.13884    -101.932       0.0022807
1.13884    -101.232       0.00281804
1.13884    -100.532       0.00362787
1.13884    -99.832       0.00397072
1.13884    -99.132       0.00326508
1.13884    -98.432       0.00251596
1.13884    -97.732       0.00205756
1.13884    -97.032       0.0020121
1.13884    -96.332       0.00234894
1.13884    -95.632       0.00276336
1.13884    -94.932       0.00269451
1.13884    -94.232       0.00264471
1.13884    -93.532       0.00270012
1.13884    -92.832       0.00289882
1.13884    -92.132       0.00335451
1.13884    -91.432       0.00422995
1.13884    -90.732       0.00589556
1.13884    -90.032       0.00908645
1.13884    -89.332       0.0154029
1.13884    -88.632       0.0262237
1.13884    -87.932       0.0315795
1.13884    -87.232       0.0217771
1.13884    -86.532       0.0125647
1.13884    -85.832       0.00773618
1.13884    -85.132       0.00529964
1.13884    -84.432       0.00404291
1.13884    -83.732       0.00346958
1.13884    -83.032       0.00344409
1.13884    -82.332       0.00383007
1.13884    -81.632       0.00364038
1.13884    -80.932       0.00277669
1.13884    -80.232       0.00217533
1.13884    -79.532       0.00186115
1.13884    -78.832       0.0017017
1.13884    -78.712       0.00168414
1.13884    -78.592       0.0016688
1.13884    -78.472       0.00165551
1.13884    -78.352       0.00164411
1.13884    -78.232       0.00163446
1.13884    -78.112       0.00162645
1.13884    -77.992       0.00161997
1.13884    -77.872       0.00161493
1.13884    -77.752       0.00161124
1.13884    -77.632       0.00160884
1.13884    -77.512       0.00160766
1.13884    -77.392       0.00160765
1.13884    -77.272       0.00160875
1.13884    -77.152       0.00161094
1.13884    -77.032       0.00161416
1.13884    -76.912       0.0016184
1.13884    -76.792       0.00162361
1.13884    -76.672       0.00162978
1.13884    -76.552       0.00163689
1.13884    -76.432       0.00164492
1.13884    -76.312       0.00165386
1.13884    -76.192       0.00166369
1.13884    -76.072       0.00167442
1.13884    -75.952       0.00168603
1.13884    -75.832       0.00169852
1.13884    -75.712       0.00171189
1.13884    -75.592       0.00172614
1.13884    -75.472       0.00174128
1.13884    -75.352       0.00175731
1.13884    -75.232       0.00177424
1.13884    -75.112       0.00179208
1.13884    -74.992       0.00181083
1.13884    -74.872       0.00183052
1.13884    -74.752       0.00185116
1.13884    -74.632       0.00187276
1.13884    -74.512       0.00189534
1.13884    -74.392       0.00191893
1.13884    -74.272       0.00194354
1.13884    -74.152       0.00196921
1.13884    -74.032       0.00199595
1.13884    -73.912       0.0020238
1.13884    -73.792       0.00205278
1.13884    -73.672       0.00208293
1.13884    -73.552       0.00211429
1.13884    -73.432       0.00214689
1.13884    -73.312       0.00218077
1.13884    -73.192       0.00221598
1.13884    -73.072       0.00225256
1.13884    -72.952       0.00229056
1.13884    -72.832       0.00233004
1.13884    -72.712       0.00237103
1.13884    -72.592       0.00241361
1.13884    -72.472       0.00245784
1.13884    -72.352       0.00250378
1.13884    -72.232       0.0025515
1.13884    -72.112       0.00260108
1.13884    -71.992       0.00265259
1.13884    -71.872       0.00270612
1.13884    -71.752       0.00276175
1.13884    -71.632       0.00281959
1.13884    -71.512       0.00287973
1.13884    -71.392       0.00294227
1.13884    -71.272       0.00300734
1.13884    -71.152       0.00307505
1.13884    -71.032       0.00314553
1.13884    -70.912       0.00321891
1.13884    -70.792       0.00329536
1.13884    -70.672       0.00337501
1.13884    -70.552       0.00345804
1.13884    -70.432       0.00354463
1.13884    -70.312       0.00363496
1.13884    -70.192       0.00372925
1.13884    -70.072       0.0038277
1.13884    -69.952       0.00393055
1.13884    -69.832       0.00403807
1.13884    -69.712       0.0041505
1.13884    -69.592       0.00426815
1.13884    -69.472       0.00439132
1.13884    -69.352       0.00452036
1.13884    -69.232       0.00465562
1.13884    -69.112       0.00479749
1.13884    -68.992       0.00494639
1.13884    -68.872       0.00510279
1.13884    -68.752       0.00526717
1.13884    -68.632       0.00544007
1.13884    -68.512       0.00562207
1.13884    -68.392       0.00581379
1.13884    -68.272       0.00601593
1.13884    -68.152       0.00622923
1.13884    -68.032       0.0064545
1.13884    -67.912       0.00669263
1.13884    -67.792       0.00694459
1.13884    -67.672       0.00721146
1.13884    -67.552       0.00749439
1.13884    -67.432       0.00779467
1.13884    -67.312       0.00811371
1.13884    -67.192       0.00845306
1.13884    -67.072       0.00881445
1.13884    -66.952       0.00919977
1.13884    -66.832       0.00961112
1.13884    -66.712       0.0100509
1.13884    -66.592       0.0105215
1.13884    -66.472       0.0110261
1.13884    -66.352       0.0115678
1.13884    -66.232       0.0121501
1.13884    -66.112       0.0127773
1.13884    -65.992       0.0134537
1.13884    -65.872       0.0141847
1.13884    -65.752       0.0149758
1.13884    -65.632       0.0158337
1.13884    -65.512       0.0167658
1.13884    -65.392       0.0177806
1.13884    -65.272       0.0188876
1.13884    -65.152       0.0200977
1.13884    -65.032       0.0214236
1.13884    -64.912       0.0228795
1.13884    -64.792       0.0244818
1.13884    -64.672       0.0262497
1.13884    -64.552       0.0282047
1.13884    -64.432       0.0303721
1.13884    -64.312       0.0327807
1.13884    -64.192       0.0354639
1.13884    -64.072       0.0384599
1.13884    -63.952       0.0418126
1.13884    -63.832       0.0455719
1.13884    -63.712       0.0497941
1.13884    -63.592       0.054542
1.13884    -63.472       0.0598842
1.13884    -63.352       0.0658928
1.13884    -63.232       0.0726405
1.13884    -63.112       0.0801934
1.13884    -62.992       0.0886006
1.13884    -62.872       0.0978779
1.13884    -62.752       0.107985
1.13884    -62.632       0.118793
1.13884    -62.512       0.130052
1.13884    -62.392       0.141356
1.13884    -62.272       0.15213
1.13884    -62.152       0.161648
1.13884    -62.032       0.169111
1.13884    -61.912       0.173782
1.13884    -61.792       0.175149
1.13884    -61.672       0.173052
1.13884    -61.552       0.167733
1.13884    -61.432       0.159767
1.13884    -61.312       0.149916
1.13884    -61.192       0.138973
1.13884    -61.072       0.127635
1.13884    -60.952       0.116444
1.13884    -60.832       0.105769
1.13884    -60.712       0.095832
1.13884    -60.592       0.0867389
1.13884    -60.472       0.0785165
1.13884    -60.352       0.07114
1.13884    -60.232       0.0645557
1.13884    -60.112       0.0586952
1.13884    -59.992       0.0534857
1.13884    -59.872       0.0488553
1.13884    -59.752       0.0447369
1.13884    -59.632       0.0410688
1.13884    -59.512       0.0377961
1.13884    -59.392       0.0348704
1.13884    -59.272       0.0322488
1.13884    -59.152       0.0298943
1.13884    -59.032       0.0277746
1.13884    -58.912       0.0258615
1.13884    -58.792       0.0241308
1.13884    -58.672       0.0225613
1.13884    -58.552       0.0211346
1.13884    -58.432       0.0198347
1.13884    -58.312       0.0186477
1.13884    -58.192       0.0175614
1.13884    -58.072       0.0165652
1.13884    -57.952       0.0156497
1.13884    -57.832       0.0148068
1.13884    -57.712       0.0140292
1.13884    -57.592       0.0133106
1.13884    -57.472       0.0126453
1.13884    -57.352       0.0120283
1.13884    -57.232       0.0114551
1.13884    -57.112       0.0109219
1.13884    -56.992       0.0104251
1.13884    -56.872       0.00996151
1.13884    -56.752       0.00952832
1.13884    -56.632       0.00912299
1.13884    -56.512       0.00874324
1.13884    -56.392       0.00838702
1.13884    -56.272       0.00805246
1.13884    -56.152       0.00773788
1.13884    -56.032       0.00744177
1.13884    -55.912       0.00716273
1.13884    -55.792       0.00689952
1.13884    -55.672       0.00665098
1.13884    -55.552       0.00641608
1.13884    -55.432       0.00619386
1.13884    -55.312       0.00598345
1.13884    -55.192       0.00578405
1.13884    -55.072       0.00559493
1.13884    -54.952       0.00541542
1.13884    -54.832       0.0052449
1.13884    -54.712       0.0050828
1.13884    -54.592       0.0049286
1.13884    -54.472       0.00478181
1.13884    -54.352       0.00464198
1.13884    -54.232       0.00450871
1.13884    -54.112       0.0043816
1.13884    -53.992       0.00426031
1.13884    -53.872       0.0041445
1.13884    -53.752       0.00403387
1.13884    -53.632       0.00392813
1.13884    -53.512       0.00382703
1.13884    -53.392       0.00373031
1.13884    -53.272       0.00363774
1.13884    -53.152       0.00354912
1.13884    -53.032       0.00346423
1.13884    -52.912       0.00338291
1.13884    -52.792       0.00330496
1.13884    -52.672       0.00323023
1.13884    -52.552       0.00315857
1.13884    -52.432       0.00308983
1.13884    -52.312       0.00302388
1.13884    -52.192       0.0029606
1.13884    -52.072       0.00289987


1.39479    -301.432       5.90196e-06
1.39479    -300.732       5.93542e-06
1.39479    -300.032       5.96917e-06
1.39479    -299.332       6.00322e-06
1.39479    -298.632       6.03757e-06
1.39479    -297.932       6.07222e-06
1.39479    -297.232       6.10719e-06
1.39479    -296.532       6.14247e-06
1.39479    -295.832       6.17806e-06
1.39479    -295.132       6.21398e-06
1.39479    -294.432       6.25022e-06
1.39479    -293.732       6.2868e-06
1.39479    -293.032       6.3237e-06
1.39479    -292.332       6.36095e-06
1.39479    -291.632       6.39854e-06
1.39479    -290.932       6.43648e-06
1.39479    -290.232       6.47477e-06
1.39479    -289.532       6.51342e-06
1.39479    -288.832       6.55243e-06
1.39479    -288.132       6.5918e-06
1.39479    -287.432       6.63155e-06
1.39479    -286.732       6.67168e-06
1.39479    -286.032       6.71219e-06
1.39479    -285.332       6.75308e-06
1.39479    -284.632       6.79437e-06
1.39479    -283.932       6.83606e-06
1.39479    -283.232       6.87816e-06
1.39479    -282.532       6.92066e-06
1.39479    -281.832       6.96358e-06
1.39479    -281.132       7.00693e-06
1.39479    -280.432       7.0507e-06
1.39479    -279.732       7.09491e-06
1.39479    -279.032       7.13956e-06
1.39479    -278.332       7.18466e-06
1.39479    -277.632       7.23022e-06
1.39479    -276.932       7.27624e-06
1.39479    -276.232       7.32273e-06
1.39479    -275.532       7.3697e-06
1.39479    -274.832       7.41715e-06
1.39479    -274.132       7.4651e-06
1.39479    -273.432       7.51354e-06
1.39479    -272.732       7.5625e-06
1.39479    -272.032       7.61198e-06
1.39479    -271.332       7.66198e-06
1.39479    -270.632       7.71252e-06
1.39479    -269.932       7.76361e-06
1.39479    -269.232       7.81525e-06
1.39479    -268.532       7.86746e-06
1.39479    -267.832       7.92024e-06
1.39479    -267.132       7.97362e-06
1.39479    -266.432       8.02758e-06
1.39479    -265.732       8.08216e-06
1.39479    -265.032       8.13737e-06
1.39479    -264.332       8.1932e-06
1.39479    -263.632       8.24969e-06
1.39479    -262.932       8.30683e-06
1.39479    -262.232       8.36465e-06
1.39479    -261.532       8.42316e-06
1.39479    -260.832       8.48238e-06
1.39479    -260.132       8.54232e-06
1.39479    -259.432       8.603e-06
1.39479    -258.732       8.66443e-06
1.39479    -258.032       8.72664e-06
1.39479    -257.332       8.78965e-06
1.39479    -256.632       8.85348e-06
1.39479    -255.932       8.91815e-06
1.39479    -255.232       8.98369e-06
1.39479    -254.532       9.05012e-06
1.39479    -253.832       9.11746e-06
1.39479    -253.132       9.18576e-06
1.39479    -252.432       9.25504e-06
1.39479    -251.732       9.32534e-06
1.39479    -251.032       9.39669e-06
1.39479    -250.332       9.46914e-06
1.39479    -249.632       9.54274e-06
1.39479    -248.932       9.61753e-06
1.39479    -248.232       9.69357e-06
1.39479    -247.532       9.77093e-06
1.39479    -246.832       9.84967e-06
1.39479    -246.132       9.92988e-06
1.39479    -245.432       1.00116e-05
1.39479    -244.732       1.00951e-05
1.39479    -244.032       1.01803e-05
1.39479    -243.332       1.02674e-05
1.39479    -242.632       1.03566e-05
1.39479    -241.932       1.04481e-05
1.39479    -241.232       1.05422e-05
1.39479    -240.532       1.06391e-05
1.39479    -239.832       1.07392e-05
1.39479    -239.132       1.08429e-05
1.39479    -238.432       1.09509e-05
1.39479    -237.732       1.10641e-05
1.39479    -237.032       1.11834e-05
1.39479    -236.332       1.13106e-05
1.39479    -235.632       1.14478e-05
1.39479    -234.932       1.15988e-05
1.39479    -234.232       1.17691e-05
1.39479    -233.532       1.19688e-05
1.39479    -232.832       1.22164e-05
1.39479    -232.132       1.25493e-05
1.39479    -231.432       1.30486e-05
1.39479    -230.732       1.38852e-05
1.39479    -230.032       1.52093e-05
1.39479    -229.332       1.60072e-05
1.39479    -228.632       1.52966e-05
1.39479    -227.932       1.47381e-05
1.39479    -227.232       1.47976e-05
1.39479    -226.532       1.53172e-05
1.39479    -225.832       1.58353e-05
1.39479    -225.132       1.62749e-05
1.39479    -224.432       1.73082e-05
1.39479    -223.732       1.94452e-05
1.39479    -223.032       2.33326e-05
1.39479    -222.332       2.79582e-05
1.39479    -221.632       3.15718e-05
1.39479    -220.932       3.70283e-05
1.39479    -220.232       3.58803e-05
1.39479    -219.532       2.84728e-05
1.39479    -218.832       2.4103e-05
1.39479    -218.132       2.26845e-05
1.39479    -217.432       2.25557e-05
1.39479    -216.732       2.35658e-05
1.39479    -216.032       2.48001e-05
1.39479    -215.332       2.71298e-05
1.39479    -214.632       3.32953e-05
1.39479    -213.932       4.34032e-05
1.39479    -213.232       4.98715e-05
1.39479    -212.532       4.72525e-05
1.39479    -211.832       3.59693e-05
1.39479    -211.132       2.75505e-05
1.39479    -210.432       2.32556e-05
1.39479    -209.732       2.11093e-05
1.39479    -209.032       2.00948e-05
1.39479    -208.332       1.96373e-05
1.39479    -207.632       1.90975e-05
1.39479    -206.932       1.86592e-05
1.39479    -206.232       1.85118e-05
1.39479    -205.532       1.86174e-05
1.39479    -204.832       1.89925e-05
1.39479    -204.132       1.95991e-05
1.39479    -203.432       1.99144e-05
1.39479    -202.732       2.005e-05
1.39479    -202.032       2.06854e-05
1.39479    -201.332       2.21957e-05
1.39479    -200.632       2.50195e-05
1.39479    -199.932       2.74554e-05
1.39479    -199.232       2.56629e-05
1.39479    -198.532       2.32106e-05
1.39479    -197.832       2.2062e-05
1.39479    -197.132       2.17341e-05
1.39479    -196.432       2.16753e-05
1.39479    -195.732       2.17068e-05
1.39479    -195.032       2.1928e-05
1.39479    -194.332       2.23238e-05
1.39479    -193.632       2.28824e-05
1.39479    -192.932       2.36358e-05
1.39479    -192.232       2.46771e-05
1.39479    -191.532       2.62151e-05
1.39479    -190.832       2.86328e-05
1.39479    -190.132       3.19147e-05
1.39479    -189.432       3.46875e-05
1.39479    -188.732       3.6935e-05
1.39479    -188.032       3.9386e-05
1.39479    -187.332       4.12629e-05
1.39479    -186.632       4.19132e-05
1.39479    -185.932       4.55621e-05
1.39479    -185.232       5.45637e-05
1.39479    -184.532       7.10444e-05
1.39479    -183.832       8.91363e-05
1.39479    -183.132       0.000102968
1.39479    -182.432       0.000123197
1.39479    -181.732       0.000147754
1.39479    -181.032       0.000174765
1.39479    -180.332       0.000178134
1.39479    -179.632       0.000144934
1.39479    -178.932       0.000132874
1.39479    -178.232       0.000143275
1.39479    -177.532       0.000124928
1.39479    -176.832       9.11656e-05
1.39479    -176.132       7.08836e-05
1.39479    -175.432       6.19926e-05
1.39479    -174.732       5.96281e-05
1.39479    -174.032       5.94395e-05
1.39479    -173.332       5.8676e-05
1.39479    -172.632       6.03725e-05
1.39479    -171.932       5.75296e-05
1.39479    -171.232       5.14042e-05
1.39479    -170.532       4.87971e-05
1.39479    -169.832       5.00666e-05
1.39479    -169.132       5.52738e-05
1.39479    -168.432       6.38712e-05
1.39479    -167.732       7.51992e-05
1.39479    -167.032       8.08605e-05
1.39479    -166.332       7.15642e-05
1.39479    -165.632       6.48229e-05
1.39479    -164.932       6.52366e-05
1.39479    -164.232       7.0327e-05
1.39479    -163.532       7.92352e-05
1.39479    -162.832       9.76189e-05
1.39479    -162.132       0.0001353
1.39479    -161.432       0.000207708
1.39479    -160.732       0.000288733
1.39479    -160.032       0.0002564
1.39479    -159.332       0.000181951
1.39479    -158.632       0.00014842
1.39479    -157.932       0.000139697
1.39479    -157.232       0.000136775
1.39479    -156.532       0.000144335
1.39479    -155.832       0.000152707
1.39479    -155.132       0.000127807
1.39479    -154.432       0.000101921
1.39479    -153.732       9.17637e-05
1.39479    -153.032       9.18038e-05
1.39479    -152.332       9.91478e-05
1.39479    -151.632       0.000118599
1.39479    -150.932       0.000142799
1.39479    -150.232       0.000143199
1.39479    -149.532       0.000135403
1.39479    -148.832       0.0001278
1.39479    -148.132       0.000112607
1.39479    -147.432       9.7582e-05
1.39479    -146.732       9.29869e-05
1.39479    -146.032       9.81753e-05
1.39479    -145.332       0.000114577
1.39479    -144.632       0.000142798
1.39479    -143.932       0.000167679
1.39479    -143.232       0.000169036
1.39479    -142.532       0.000166971
1.39479    -141.832       0.000197867
1.39479    -141.132       0.000279008
1.39479    -140.432       0.000370916
1.39479    -139.732       0.000319949
1.39479    -139.032       0.000216263
1.39479    -138.332       0.000156567
1.39479    -137.632       0.000127665
1.39479    -136.932       0.000113934
1.39479    -136.232       0.000108164
1.39479    -135.532       0.000107319
1.39479    -134.832       0.000110313
1.39479    -134.132       0.000117253
1.39479    -133.432       0.000129474
1.39479    -132.732       0.000150417
1.39479    -132.032       0.000188041
1.39479    -131.332       0.000258422
1.39479    -130.632       0.000363842
1.39479    -129.932       0.000388666
1.39479    -129.232       0.000313381
1.39479    -128.532       0.000271918
1.39479    -127.832       0.000279979
1.39479    -127.132       0.000335657
1.39479    -126.432       0.000458939
1.39479    -125.732       0.000658008
1.39479    -125.032       0.000805929
1.39479    -124.332       0.000837559
1.39479    -123.632       0.000866344
1.39479    -122.932       0.00101561
1.39479    -122.232       0.00129225
1.39479    -121.532       0.00124257
1.39479    -120.832       0.000942347
1.39479    -120.132       0.000727607
1.39479    -119.432       0.000641851
1.39479    -118.732       0.000622055
1.39479    -118.032       0.000695556
1.39479    -117.332       0.000797521
1.39479    -116.632       0.000748472
1.39479    -115.932       0.000653088
1.39479    -115.232       0.0005717
1.39479    -114.532       0.000513854
1.39479    -113.832       0.000497546
1.39479    -113.132       0.000524162
1.39479    -112.432       0.000573508
1.39479    -111.732       0.000625693
1.39479    -111.032       0.000725226
1.39479    -110.332       0.000815829
1.39479    -109.632       0.000819956
1.39479    -108.932       0.000649118
1.39479    -108.232       0.00053412
1.39479    -107.532       0.000525476
1.39479    -106.832       0.000616854
1.39479    -106.132       0.000852829
1.39479    -105.432       0.00133577
1.39479    -104.732       0.00190674
1.39479    -104.032       0.00168686
1.39479    -103.332       0.00110316
1.39479    -102.632       0.000785134
1.39479    -101.932       0.000696458
1.39479    -101.232       0.000761953
1.39479    -100.532       0.000775835
1.39479    -99.832       0.000589438
1.39479    -99.132       0.000432527
1.39479    -98.432       0.000348515
1.39479    -97.732       0.00030436
1.39479    -97.032       0.000280407
1.39479    -96.332       0.000267598
1.39479    -95.632       0.000261624
1.39479    -94.932       0.000260304
1.39479    -94.232       0.000262495
1.39479    -93.532       0.000267614
1.39479    -92.832       0.000275426
1.39479    -92.132       0.000285945
1.39479    -91.432       0.000299421
1.39479    -90.732       0.00031637
1.39479    -90.032       0.000337678
1.39479    -89.332       0.000364843
1.39479    -88.632       0.000400458
1.39479    -87.932       0.00044917
1.39479    -87.232       0.00051779
1.39479    -86.532       0.000607505
1.39479    -85.832       0.00073044
1.39479    -85.132       0.000944751
1.39479    -84.432       0.0013141
1.39479    -83.732       0.00172634
1.39479    -83.032       0.00194818
1.39479    -82.332       0.00243541
1.39479    -81.632       0.0035475
1.39479    -80.932       0.0042306
1.39479    -80.232       0.00326893
1.39479    -79.532       0.00239981
1.39479    -78.832       0.00210396
1.39479    -78.712       0.00208283
1.39479    -78.592       0.00206173
1.39479    -78.472       0.00203754
1.39479    -78.352       0.0020081
1.39479    -78.232       0.00197251
1.39479    -78.112       0.00193119
1.39479    -77.992       0.00188567
1.39479    -77.872       0.00183818
1.39479    -77.752       0.00179124
1.39479    -77.632       0.00174722
1.39479    -77.512       0.00170816
1.39479    -77.392       0.00167562
1.39479    -77.272       0.00165071
1.39479    -77.152       0.00163416
1.39479    -77.032       0.00162639
1.39479    -76.912       0.00162757
1.39479    -76.792       0.00163767
1.39479    -76.672       0.00165645
1.39479    -76.552       0.00168333
1.39479    -76.432       0.00171734
1.39479    -76.312       0.00175689
1.39479    -76.192       0.00179965
1.39479    -76.072       0.00184248
1.39479    -75.952       0.0018815
1.39479    -75.832       0.0019125
1.39479    -75.712       0.00193157
1.39479    -75.592       0.00193597
1.39479    -75.472       0.00192474
1.39479    -75.352       0.00189895
1.39479    -75.232       0.00186137
1.39479    -75.112       0.00181575
1.39479    -74.992       0.001766
1.39479    -74.872       0.0017156
1.39479    -74.752       0.00166723
1.39479    -74.632       0.00162272
1.39479    -74.512       0.00158318
1.39479    -74.392       0.00154914
1.39479    -74.272       0.00152072
1.39479    -74.152       0.00149782
1.39479    -74.032       0.00148018
1.39479    -73.912       0.00146746
1.39479    -73.792       0.00145934
1.39479    -73.672       0.00145548
1.39479    -73.552       0.00145558
1.39479    -73.432       0.00145938
1.39479    -73.312       0.00146667
1.39479    -73.192       0.00147725
1.39479    -73.072       0.00149099
1.39479    -72.952       0.00150779
1.39479    -72.832       0.00152756
1.39479    -72.712       0.00155028
1.39479    -72.592       0.00157594
1.39479    -72.472       0.00160455
1.39479    -72.352       0.00163617
1.39479    -72.232       0.00167089
1.39479    -72.112       0.0017088
1.39479    -71.992       0.00175005
1.39479    -71.872       0.0017948
1.39479    -71.752       0.00184326
1.39479    -71.632       0.00189566
1.39479    -71.512       0.00195226
1.39479    -71.392       0.00201337
1.39479    -71.272       0.00207934
1.39479    -71.152       0.00215053
1.39479    -71.032       0.00222735
1.39479    -70.912       0.00231022
1.39479    -70.792       0.00239958
1.39479    -70.672       0.00249582
1.39479    -70.552       0.00259929
1.39479    -70.432       0.00271021
1.39479    -70.312       0.00282864
1.39479    -70.192       0.0029544
1.39479    -70.072       0.00308708
1.39479    -69.952       0.00322612
1.39479    -69.832       0.00337091
1.39479    -69.712       0.00352114
1.39479    -69.592       0.00367704
1.39479    -69.472       0.00383967
1.39479    -69.352       0.00401096
1.39479    -69.232       0.0041936
1.39479    -69.112       0.00439084
1.39479    -68.992       0.00460615
1.39479    -68.872       0.00484315
1.39479    -68.752       0.00510547
1.39479    -68.632       0.00539687
1.39479    -68.512       0.00572128
1.39479    -68.392       0.006083
1.39479    -68.272       0.00648678
1.39479    -68.152       0.00693803
1.39479    -68.032       0.00744294
1.39479    -67.912       0.00800863
1.39479    -67.792       0.00864325
1.39479    -67.672       0.00935618
1.39479    -67.552       0.010158
1.39479    -67.432       0.0110608
1.39479    -67.312       0.0120777
1.39479    -67.192       0.0132229
1.39479    -67.072       0.0145111
1.39479    -66.952       0.0159565
1.39479    -66.832       0.0175709
1.39479    -66.712       0.0193611
1.39479    -66.592       0.021325
1.39479    -66.472       0.023446
1.39479    -66.352       0.0256863
1.39479    -66.232       0.0279794
1.39479    -66.112       0.0302255
1.39479    -65.992       0.0322913
1.39479    -65.872       0.0340196
1.39479    -65.752       0.0352517
1.39479    -65.632       0.0358582
1.39479    -65.512       0.0357703
1.39479    -65.392       0.0349986
1.39479    -65.272       0.0336297
1.39479    -65.152       0.0318038
1.39479    -65.032       0.029682
1.39479    -64.912       0.0274166
1.39479    -64.792       0.0251331
1.39479    -64.672       0.0229224
1.39479    -64.552       0.0208429
1.39479    -64.432       0.0189262
1.39479    -64.312       0.0171846
1.39479    -64.192       0.0156174
1.39479    -64.072       0.0142162
1.39479    -63.952       0.0129682
1.39479    -63.832       0.0118589
1.39479    -63.712       0.0108736
1.39479    -63.592       0.00999828
1.39479    -63.472       0.00921984
1.39479    -63.352       0.00852659
1.39479    -63.232       0.00790808
1.39479    -63.112       0.00735514
1.39479    -62.992       0.00685976
1.39479    -62.872       0.00641495
1.39479    -62.752       0.00601464
1.39479    -62.632       0.00565356
1.39479    -62.512       0.00532715
1.39479    -62.392       0.00503144
1.39479    -62.272       0.00476298
1.39479    -62.152       0.00451876
1.39479    -62.032       0.00429615
1.39479    -61.912       0.00409288
1.39479    -61.792       0.00390693
1.39479    -61.672       0.00373655
1.39479    -61.552       0.00358018
1.39479    -61.432       0.00343647
1.39479    -61.312       0.00330419
1.39479    -61.192       0.0031823
1.39479    -61.072       0.00306984
1.39479    -60.952       0.00296597
1.39479    -60.832       0.00286994
1.39479    -60.712       0.00278107
1.39479    -60.592       0.00269878
1.39479    -60.472       0.00262253
1.39479    -60.352       0.00255182
1.39479    -60.232       0.00248623
1.39479    -60.112       0.00242537
1.39479    -59.992       0.00236889
1.39479    -59.872       0.00231647
1.39479    -59.752       0.00226781
1.39479    -59.632       0.00222266
1.39479    -59.512       0.00218078
1.39479    -59.392       0.00214195
1.39479    -59.272       0.00210598
1.39479    -59.152       0.00207269
1.39479    -59.032       0.00204191
1.39479    -58.912       0.00201351
1.39479    -58.792       0.00198733
1.39479    -58.672       0.00196326
1.39479    -58.552       0.00194118
1.39479    -58.432       0.00192099
1.39479    -58.312       0.00190259
1.39479    -58.192       0.0018859
1.39479    -58.072       0.00187083
1.39479    -57.952       0.00185732
1.39479    -57.832       0.00184529
1.39479    -57.712       0.00183469
1.39479    -57.592       0.00182545
1.39479    -57.472       0.00181753
1.39479    -57.352       0.00181088
1.39479    -57.232       0.00180546
1.39479    -57.112       0.00180122
1.39479    -56.992       0.00179814
1.39479    -56.872       0.00179617
1.39479    -56.752       0.0017953
1.39479    -56.632       0.00179549
1.39479    -56.512       0.00179673
1.39479    -56.392       0.00179899
1.39479    -56.272       0.00180225
1.39479    -56.152       0.0018065
1.39479    -56.032       0.00181172
1.39479    -55.912       0.00181791
1.39479    -55.792       0.00182505
1.39479    -55.672       0.00183314
1.39479    -55.552       0.00184217
1.39479    -55.432       0.00185214
1.39479    -55.312       0.00186305
1.39479    -55.192       0.00187489
1.39479    -55.072       0.00188767
1.39479    -54.952       0.0019014
1.39479    -54.832       0.00191607
1.39479    -54.712       0.00193169
1.39479    -54.592       0.00194828
1.39479    -54.472       0.00196584
