#
#
#   Lonertzian-smoothed HOLE spectral function (both aprticle and hole) as
#  function of momentum and energy
#
#      Range [Emin -:- Ef-] = -282.432  -:-  -58.0449 MeV
#
#      E_F = -50.9208 MeV
#
#
#    k              E               A(k,E)

2.41585    -243.332       4.48e-06
2.41585    -242.632       4.49558e-06
2.41585    -241.932       4.51307e-06
2.41585    -241.232       4.53209e-06
2.41585    -240.532       4.55241e-06
2.41585    -239.832       4.57387e-06
2.41585    -239.132       4.59636e-06
2.41585    -238.432       4.61984e-06
2.41585    -237.732       4.64428e-06
2.41585    -237.032       4.66971e-06
2.41585    -236.332       4.69618e-06
2.41585    -235.632       4.7238e-06
2.41585    -234.932       4.7527e-06
2.41585    -234.232       4.78311e-06
2.41585    -233.532       4.81534e-06
2.41585    -232.832       4.84981e-06
2.41585    -232.132       4.88721e-06
2.41585    -231.432       4.92854e-06
2.41585    -230.732       4.97542e-06
2.41585    -230.032       5.03058e-06
2.41585    -229.332       5.09891e-06
2.41585    -228.632       5.18985e-06
2.41585    -227.932       5.32316e-06
2.41585    -227.232       5.54172e-06
2.41585    -226.532       5.91843e-06
2.41585    -225.832       6.36744e-06
2.41585    -225.132       6.4196e-06
2.41585    -224.432       6.40886e-06
2.41585    -223.732       6.54597e-06
2.41585    -223.032       6.38788e-06
2.41585    -222.332       6.2382e-06
2.41585    -221.632       6.37123e-06
2.41585    -220.932       6.72812e-06
2.41585    -220.232       6.93918e-06
2.41585    -219.532       7.09662e-06
2.41585    -218.832       7.32846e-06
2.41585    -218.132       7.28533e-06
2.41585    -217.432       7.36535e-06
2.41585    -216.732       7.65763e-06
2.41585    -216.032       8.19504e-06
2.41585    -215.332       8.43795e-06
2.41585    -214.632       8.03294e-06
2.41585    -213.932       7.88761e-06
2.41585    -213.232       8.35163e-06
2.41585    -212.532       9.51139e-06
2.41585    -211.832       1.12193e-05
2.41585    -211.132       1.27655e-05
2.41585    -210.432       1.41825e-05
2.41585    -209.732       1.75273e-05
2.41585    -209.032       1.90264e-05
2.41585    -208.332       1.49751e-05
2.41585    -207.632       1.11607e-05
2.41585    -206.932       9.16163e-06
2.41585    -206.232       8.23398e-06
2.41585    -205.532       7.83986e-06
2.41585    -204.832       7.46955e-06
2.41585    -204.132       7.0616e-06
2.41585    -203.432       6.80575e-06
2.41585    -202.732       6.67182e-06
2.41585    -202.032       6.59883e-06
2.41585    -201.332       6.5348e-06
2.41585    -200.632       6.49029e-06
2.41585    -199.932       6.47064e-06
2.41585    -199.232       6.46814e-06
2.41585    -198.532       6.4774e-06
2.41585    -197.832       6.49548e-06
2.41585    -197.132       6.52078e-06
2.41585    -196.432       6.55246e-06
2.41585    -195.732       6.59017e-06
2.41585    -195.032       6.63404e-06
2.41585    -194.332       6.68458e-06
2.41585    -193.632       6.7429e-06
2.41585    -192.932       6.81085e-06
2.41585    -192.232       6.89154e-06
2.41585    -191.532       6.99028e-06
2.41585    -190.832       7.11667e-06
2.41585    -190.132       7.28936e-06
2.41585    -189.432       7.54625e-06
2.41585    -188.732       7.94814e-06
2.41585    -188.032       8.4308e-06
2.41585    -187.332       8.71348e-06
2.41585    -186.632       9.15961e-06
2.41585    -185.932       1.02606e-05
2.41585    -185.232       1.25407e-05
2.41585    -184.532       1.58491e-05
2.41585    -183.832       1.5932e-05
2.41585    -183.132       1.28709e-05
2.41585    -182.432       1.08818e-05
2.41585    -181.732       1.00852e-05
2.41585    -181.032       9.91748e-06
2.41585    -180.332       1.00858e-05
2.41585    -179.632       1.06749e-05
2.41585    -178.932       1.16502e-05
2.41585    -178.232       1.35094e-05
2.41585    -177.532       1.57649e-05
2.41585    -176.832       1.62645e-05
2.41585    -176.132       1.66945e-05
2.41585    -175.432       1.73863e-05
2.41585    -174.732       1.67338e-05
2.41585    -174.032       1.40577e-05
2.41585    -173.332       1.22285e-05
2.41585    -172.632       1.11223e-05
2.41585    -171.932       1.02864e-05
2.41585    -171.232       9.91735e-06
2.41585    -170.532       9.7983e-06
2.41585    -169.832       9.72536e-06
2.41585    -169.132       9.96197e-06
2.41585    -168.432       1.07236e-05
2.41585    -167.732       1.16879e-05
2.41585    -167.032       1.13061e-05
2.41585    -166.332       1.03286e-05
2.41585    -165.632       9.78892e-06
2.41585    -164.932       9.62176e-06
2.41585    -164.232       9.67652e-06
2.41585    -163.532       9.70523e-06
2.41585    -162.832       9.68899e-06
2.41585    -162.132       9.75135e-06
2.41585    -161.432       9.99329e-06
2.41585    -160.732       1.05024e-05
2.41585    -160.032       1.12249e-05
2.41585    -159.332       1.2116e-05
2.41585    -158.632       1.3865e-05
2.41585    -157.932       1.59892e-05
2.41585    -157.232       1.59239e-05
2.41585    -156.532       1.53028e-05
2.41585    -155.832       1.42986e-05
2.41585    -155.132       1.27297e-05
2.41585    -154.432       1.16837e-05
2.41585    -153.732       1.11981e-05
2.41585    -153.032       1.10937e-05
2.41585    -152.332       1.12683e-05
2.41585    -151.632       1.17527e-05
2.41585    -150.932       1.27259e-05
2.41585    -150.232       1.46436e-05
2.41585    -149.532       1.83796e-05
2.41585    -148.832       2.32169e-05
2.41585    -148.132       2.22087e-05
2.41585    -147.432       1.72978e-05
2.41585    -146.732       1.41951e-05
2.41585    -146.032       1.2655e-05
2.41585    -145.332       1.18879e-05
2.41585    -144.632       1.15066e-05
2.41585    -143.932       1.12824e-05
2.41585    -143.232       1.1114e-05
2.41585    -142.532       1.10271e-05
2.41585    -141.832       1.10087e-05
2.41585    -141.132       1.10434e-05
2.41585    -140.432       1.1132e-05
2.41585    -139.732       1.12966e-05
2.41585    -139.032       1.15986e-05
2.41585    -138.332       1.21417e-05
2.41585    -137.632       1.27274e-05
2.41585    -136.932       1.25148e-05
2.41585    -136.232       1.20096e-05
2.41585    -135.532       1.17477e-05
2.41585    -134.832       1.16562e-05
2.41585    -134.132       1.16484e-05
2.41585    -133.432       1.16835e-05
2.41585    -132.732       1.17434e-05
2.41585    -132.032       1.18194e-05
2.41585    -131.332       1.19074e-05
2.41585    -130.632       1.20052e-05
2.41585    -129.932       1.21124e-05
2.41585    -129.232       1.22292e-05
2.41585    -128.532       1.23566e-05
2.41585    -127.832       1.24969e-05
2.41585    -127.132       1.2654e-05
2.41585    -126.432       1.28353e-05
2.41585    -125.732       1.30547e-05
2.41585    -125.032       1.3338e-05
2.41585    -124.332       1.3692e-05
2.41585    -123.632       1.39823e-05
2.41585    -122.932       1.42283e-05
2.41585    -122.232       1.46267e-05
2.41585    -121.532       1.52667e-05
2.41585    -120.832       1.62882e-05
2.41585    -120.132       1.78623e-05
2.41585    -119.432       1.98362e-05
2.41585    -118.732       2.26748e-05
2.41585    -118.032       2.81022e-05
2.41585    -117.332       3.79532e-05
2.41585    -116.632       4.4042e-05
2.41585    -115.932       3.58955e-05
2.41585    -115.232       2.72074e-05
2.41585    -114.532       2.23063e-05
2.41585    -113.832       2.00658e-05
2.41585    -113.132       1.93665e-05
2.41585    -112.432       1.88584e-05
2.41585    -111.732       1.78072e-05
2.41585    -111.032       1.71124e-05
2.41585    -110.332       1.68721e-05
2.41585    -109.632       1.66783e-05
2.41585    -108.932       1.64285e-05
2.41585    -108.232       1.6334e-05
2.41585    -107.532       1.63138e-05
2.41585    -106.832       1.62605e-05
2.41585    -106.132       1.62495e-05
2.41585    -105.432       1.62914e-05
2.41585    -104.732       1.63662e-05
2.41585    -104.032       1.64615e-05
2.41585    -103.332       1.65711e-05
2.41585    -102.632       1.66914e-05
2.41585    -101.932       1.68205e-05
2.41585    -101.232       1.69568e-05
2.41585    -100.532       1.70997e-05
2.41585    -99.832       1.72484e-05
2.41585    -99.132       1.74025e-05
2.41585    -98.432       1.75618e-05
2.41585    -97.732       1.77261e-05
2.41585    -97.032       1.78953e-05
2.41585    -96.332       1.80696e-05
2.41585    -95.632       1.82489e-05
2.41585    -94.932       1.84334e-05
2.41585    -94.232       1.86235e-05
2.41585    -93.532       1.88195e-05
2.41585    -92.832       1.90219e-05
2.41585    -92.132       1.92315e-05
2.41585    -91.432       1.94492e-05
2.41585    -90.732       1.96762e-05
2.41585    -90.032       1.99144e-05
2.41585    -89.332       2.01663e-05
2.41585    -88.632       2.04355e-05
2.41585    -87.932       2.07273e-05
2.41585    -87.232       2.10498e-05
2.41585    -86.532       2.1416e-05
2.41585    -85.832       2.18475e-05
2.41585    -85.132       2.23821e-05
2.41585    -84.432       2.30909e-05
2.41585    -83.732       2.41166e-05
2.41585    -83.032       2.57684e-05
2.41585    -82.332       2.87325e-05
2.41585    -81.632       3.41235e-05
2.41585    -80.932       3.98881e-05
2.41585    -80.232       3.72935e-05
2.41585    -79.532       3.16494e-05
2.41585    -78.832       2.85642e-05
2.41585    -78.712       2.82531e-05
2.41585    -78.592       2.79902e-05
2.41585    -78.472       2.77705e-05
2.41585    -78.352       2.75902e-05
2.41585    -78.232       2.74461e-05
2.41585    -78.112       2.73354e-05
2.41585    -77.992       2.72561e-05
2.41585    -77.872       2.72067e-05
2.41585    -77.752       2.71863e-05
2.41585    -77.632       2.71941e-05
2.41585    -77.512       2.72298e-05
2.41585    -77.392       2.72933e-05
2.41585    -77.272       2.73842e-05
2.41585    -77.152       2.75019e-05
2.41585    -77.032       2.76451e-05
2.41585    -76.912       2.78108e-05
2.41585    -76.792       2.79943e-05
2.41585    -76.672       2.81878e-05
2.41585    -76.552       2.83804e-05
2.41585    -76.432       2.85583e-05
2.41585    -76.312       2.87057e-05
2.41585    -76.192       2.8807e-05
2.41585    -76.072       2.88502e-05
2.41585    -75.952       2.88298e-05
2.41585    -75.832       2.87478e-05
2.41585    -75.712       2.86136e-05
2.41585    -75.592       2.84409e-05
2.41585    -75.472       2.82451e-05
2.41585    -75.352       2.80404e-05
2.41585    -75.232       2.7838e-05
2.41585    -75.112       2.7646e-05
2.41585    -74.992       2.74694e-05
2.41585    -74.872       2.73106e-05
2.41585    -74.752       2.71704e-05
2.41585    -74.632       2.70486e-05
2.41585    -74.512       2.6944e-05
2.41585    -74.392       2.68553e-05
2.41585    -74.272       2.67811e-05
2.41585    -74.152       2.67198e-05
2.41585    -74.032       2.667e-05
2.41585    -73.912       2.66304e-05
2.41585    -73.792       2.65999e-05
2.41585    -73.672       2.65774e-05
2.41585    -73.552       2.65621e-05
2.41585    -73.432       2.6553e-05
2.41585    -73.312       2.65495e-05
2.41585    -73.192       2.65511e-05
2.41585    -73.072       2.65571e-05
2.41585    -72.952       2.65671e-05
2.41585    -72.832       2.65807e-05
2.41585    -72.712       2.65975e-05
2.41585    -72.592       2.66173e-05
2.41585    -72.472       2.66397e-05
2.41585    -72.352       2.66646e-05
2.41585    -72.232       2.66916e-05
2.41585    -72.112       2.67207e-05
2.41585    -71.992       2.67517e-05
2.41585    -71.872       2.67843e-05
2.41585    -71.752       2.68186e-05
2.41585    -71.632       2.68543e-05
2.41585    -71.512       2.68914e-05
2.41585    -71.392       2.69297e-05
2.41585    -71.272       2.69693e-05
2.41585    -71.152       2.70099e-05
2.41585    -71.032       2.70516e-05
2.41585    -70.912       2.70943e-05
2.41585    -70.792       2.71379e-05
2.41585    -70.672       2.71824e-05
2.41585    -70.552       2.72277e-05
2.41585    -70.432       2.72738e-05
2.41585    -70.312       2.73207e-05
2.41585    -70.192       2.73683e-05
2.41585    -70.072       2.74165e-05
2.41585    -69.952       2.74654e-05
2.41585    -69.832       2.7515e-05
2.41585    -69.712       2.75651e-05
2.41585    -69.592       2.76159e-05
2.41585    -69.472       2.76672e-05
2.41585    -69.352       2.7719e-05
2.41585    -69.232       2.77714e-05
2.41585    -69.112       2.78243e-05
2.41585    -68.992       2.78777e-05
2.41585    -68.872       2.79316e-05
2.41585    -68.752       2.79859e-05
2.41585    -68.632       2.80407e-05
2.41585    -68.512       2.80959e-05
2.41585    -68.392       2.81516e-05
2.41585    -68.272       2.82077e-05
2.41585    -68.152       2.82642e-05
2.41585    -68.032       2.83212e-05
2.41585    -67.912       2.83785e-05
2.41585    -67.792       2.84363e-05
2.41585    -67.672       2.84944e-05
2.41585    -67.552       2.85529e-05
2.41585    -67.432       2.86118e-05
2.41585    -67.312       2.86711e-05
2.41585    -67.192       2.87307e-05
2.41585    -67.072       2.87907e-05
2.41585    -66.952       2.88511e-05
2.41585    -66.832       2.89118e-05
2.41585    -66.712       2.89728e-05
2.41585    -66.592       2.90343e-05
2.41585    -66.472       2.9096e-05
2.41585    -66.352       2.91582e-05
2.41585    -66.232       2.92206e-05
2.41585    -66.112       2.92834e-05
2.41585    -65.992       2.93466e-05
2.41585    -65.872       2.941e-05
2.41585    -65.752       2.94738e-05
2.41585    -65.632       2.9538e-05
2.41585    -65.512       2.96025e-05
2.41585    -65.392       2.96673e-05
2.41585    -65.272       2.97324e-05
2.41585    -65.152       2.97979e-05
2.41585    -65.032       2.98636e-05
2.41585    -64.912       2.99298e-05
2.41585    -64.792       2.99962e-05
2.41585    -64.672       3.0063e-05
2.41585    -64.552       3.01301e-05
2.41585    -64.432       3.01975e-05
2.41585    -64.312       3.02653e-05
2.41585    -64.192       3.03333e-05
2.41585    -64.072       3.04017e-05
2.41585    -63.952       3.04705e-05
2.41585    -63.832       3.05395e-05
2.41585    -63.712       3.06089e-05
2.41585    -63.592       3.06786e-05
2.41585    -63.472       3.07486e-05
2.41585    -63.352       3.0819e-05
2.41585    -63.232       3.08897e-05
2.41585    -63.112       3.09607e-05
2.41585    -62.992       3.10321e-05
2.41585    -62.872       3.11038e-05
2.41585    -62.752       3.11758e-05
2.41585    -62.632       3.12481e-05
2.41585    -62.512       3.13208e-05
2.41585    -62.392       3.13938e-05
2.41585    -62.272       3.14672e-05
2.41585    -62.152       3.15409e-05
2.41585    -62.032       3.16149e-05
2.41585    -61.912       3.16892e-05
2.41585    -61.792       3.1764e-05
2.41585    -61.672       3.1839e-05
2.41585    -61.552       3.19144e-05
2.41585    -61.432       3.19901e-05
2.41585    -61.312       3.20662e-05
2.41585    -61.192       3.21426e-05
2.41585    -61.072       3.22194e-05
2.41585    -60.952       3.22966e-05
2.41585    -60.832       3.2374e-05
2.41585    -60.712       3.24519e-05
2.41585    -60.592       3.25301e-05
2.41585    -60.472       3.26086e-05
2.41585    -60.352       3.26876e-05
2.41585    -60.232       3.27668e-05
2.41585    -60.112       3.28465e-05
2.41585    -59.992       3.29265e-05
2.41585    -59.872       3.30069e-05
2.41585    -59.752       3.30876e-05
2.41585    -59.632       3.31687e-05
2.41585    -59.512       3.32502e-05
2.41585    -59.392       3.33321e-05
2.41585    -59.272       3.34144e-05
2.41585    -59.152       3.3497e-05
2.41585    -59.032       3.358e-05
2.41585    -58.912       3.36634e-05
2.41585    -58.792       3.37472e-05
2.41585    -58.672       3.38314e-05
2.41585    -58.552       3.3916e-05
2.41585    -58.432       3.4001e-05
2.41585    -58.312       3.40864e-05
2.41585    -58.192       3.41721e-05
2.41585    -58.072       3.42583e-05
2.41585    -57.952       3.43449e-05
2.41585    -57.832       3.44319e-05
2.41585    -57.712       3.45194e-05
2.41585    -57.592       3.46072e-05
2.41585    -57.472       3.46954e-05
2.41585    -57.352       3.47841e-05
2.41585    -57.232       3.48732e-05
2.41585    -57.112       3.49628e-05
2.41585    -56.992       3.50527e-05
2.41585    -56.872       3.51431e-05
2.41585    -56.752       3.5234e-05
2.41585    -56.632       3.53252e-05
2.41585    -56.512       3.5417e-05
2.41585    -56.392       3.55091e-05
2.41585    -56.272       3.56018e-05
2.41585    -56.152       3.56948e-05
2.41585    -56.032       3.57884e-05
2.41585    -55.912       3.58824e-05
2.41585    -55.792       3.59769e-05
2.41585    -55.672       3.60718e-05
2.41585    -55.552       3.61672e-05
2.41585    -55.432       3.62631e-05
2.41585    -55.312       3.63595e-05
2.41585    -55.192       3.64564e-05
2.41585    -55.072       3.65537e-05
2.41585    -54.952       3.66516e-05
2.41585    -54.832       3.67499e-05
2.41585    -54.712       3.68488e-05
2.41585    -54.592       3.69482e-05
2.41585    -54.472       3.7048e-05
2.41585    -54.352       3.71484e-05
2.41585    -54.232       3.72493e-05
2.41585    -54.112       3.73508e-05
2.41585    -53.992       3.74528e-05
2.41585    -53.872       3.75553e-05
2.41585    -53.752       3.76583e-05
2.41585    -53.632       3.77619e-05
2.41585    -53.512       3.78661e-05
2.41585    -53.392       3.79708e-05
2.41585    -53.272       3.80761e-05
2.41585    -53.152       3.81819e-05
2.41585    -53.032       3.82883e-05
2.41585    -52.912       3.83953e-05
2.41585    -52.792       3.85029e-05
2.41585    -52.672       3.86111e-05
2.41585    -52.552       3.87198e-05
2.41585    -52.432       3.88292e-05
2.41585    -52.312       3.89392e-05
2.41585    -52.192       3.90497e-05
2.41585    -52.072       3.9161e-05


2.41585    -301.432       3.05487e-06
2.41585    -300.732       3.06713e-06
2.41585    -300.032       3.07947e-06
2.41585    -299.332       3.09189e-06
2.41585    -298.632       3.10438e-06
2.41585    -297.932       3.11695e-06
2.41585    -297.232       3.1296e-06
2.41585    -296.532       3.14234e-06
2.41585    -295.832       3.15515e-06
2.41585    -295.132       3.16804e-06
2.41585    -294.432       3.18102e-06
2.41585    -293.732       3.19408e-06
2.41585    -293.032       3.20722e-06
2.41585    -292.332       3.22045e-06
2.41585    -291.632       3.23377e-06
2.41585    -290.932       3.24717e-06
2.41585    -290.232       3.26066e-06
2.41585    -289.532       3.27424e-06
2.41585    -288.832       3.28791e-06
2.41585    -288.132       3.30167e-06
2.41585    -287.432       3.31553e-06
2.41585    -286.732       3.32948e-06
2.41585    -286.032       3.34353e-06
2.41585    -285.332       3.35767e-06
2.41585    -284.632       3.37192e-06
2.41585    -283.932       3.38627e-06
2.41585    -283.232       3.40072e-06
2.41585    -282.532       3.41528e-06
2.41585    -281.832       3.42996e-06
2.41585    -281.132       3.44474e-06
2.41585    -280.432       3.45965e-06
2.41585    -279.732       3.47468e-06
2.41585    -279.032       3.48985e-06
2.41585    -278.332       3.50515e-06
2.41585    -277.632       3.5206e-06
2.41585    -276.932       3.53623e-06
2.41585    -276.232       3.55203e-06
2.41585    -275.532       3.56805e-06
2.41585    -274.832       3.58432e-06
2.41585    -274.132       3.60088e-06
2.41585    -273.432       3.61784e-06
2.41585    -272.732       3.63532e-06
2.41585    -272.032       3.65354e-06
2.41585    -271.332       3.67291e-06
2.41585    -270.632       3.69422e-06
2.41585    -269.932       3.71915e-06
2.41585    -269.232       3.75119e-06
2.41585    -268.532       3.79424e-06
2.41585    -267.832       3.83223e-06
2.41585    -267.132       3.84573e-06
2.41585    -266.432       3.87213e-06
2.41585    -265.732       3.93479e-06
2.41585    -265.032       4.03174e-06
2.41585    -264.332       4.05762e-06
2.41585    -263.632       3.98986e-06
2.41585    -262.932       3.94444e-06
2.41585    -262.232       3.92952e-06
2.41585    -261.532       3.93009e-06
2.41585    -260.832       3.93817e-06
2.41585    -260.132       3.95017e-06
2.41585    -259.432       3.96441e-06
2.41585    -258.732       3.98004e-06
2.41585    -258.032       3.99661e-06
2.41585    -257.332       4.01383e-06
2.41585    -256.632       4.03156e-06
2.41585    -255.932       4.04969e-06
2.41585    -255.232       4.06817e-06
2.41585    -254.532       4.08694e-06
2.41585    -253.832       4.10598e-06
2.41585    -253.132       4.12526e-06
2.41585    -252.432       4.14479e-06
2.41585    -251.732       4.16454e-06
2.41585    -251.032       4.18451e-06
2.41585    -250.332       4.20471e-06
2.41585    -249.632       4.22513e-06
2.41585    -248.932       4.24577e-06
2.41585    -248.232       4.26664e-06
2.41585    -247.532       4.28775e-06
2.41585    -246.832       4.30909e-06
2.41585    -246.132       4.33068e-06
2.41585    -245.432       4.35253e-06
2.41585    -244.732       4.37464e-06
2.41585    -244.032       4.39704e-06
2.41585    -243.332       4.41973e-06
2.41585    -242.632       4.44274e-06
2.41585    -241.932       4.46609e-06
2.41585    -241.232       4.4898e-06
2.41585    -240.532       4.51391e-06
2.41585    -239.832       4.53846e-06
2.41585    -239.132       4.5635e-06
2.41585    -238.432       4.58908e-06
2.41585    -237.732       4.6153e-06
2.41585    -237.032       4.64226e-06
2.41585    -236.332       4.6701e-06
2.41585    -235.632       4.69904e-06
2.41585    -234.932       4.72939e-06
2.41585    -234.232       4.76167e-06
2.41585    -233.532       4.79673e-06
2.41585    -232.832       4.83595e-06
2.41585    -232.132       4.88022e-06
2.41585    -231.432       4.93154e-06
2.41585    -230.732       5.00052e-06
2.41585    -230.032       5.10389e-06
2.41585    -229.332       5.23822e-06
2.41585    -228.632       5.30478e-06
2.41585    -227.932       5.33618e-06
2.41585    -227.232       5.43997e-06
2.41585    -226.532       5.62745e-06
2.41585    -225.832       5.85163e-06
2.41585    -225.132       5.83422e-06
2.41585    -224.432       5.72481e-06
2.41585    -223.732       5.7114e-06
2.41585    -223.032       5.82097e-06
2.41585    -222.332       6.07456e-06
2.41585    -221.632       6.52568e-06
2.41585    -220.932       6.98527e-06
2.41585    -220.232       7.28731e-06
2.41585    -219.532       7.78811e-06
2.41585    -218.832       8.14662e-06
2.41585    -218.132       7.98769e-06
2.41585    -217.432       7.74298e-06
2.41585    -216.732       7.60783e-06
2.41585    -216.032       7.44521e-06
2.41585    -215.332       7.36705e-06
2.41585    -214.632       7.66251e-06
2.41585    -213.932       8.35066e-06
2.41585    -213.232       8.87969e-06
2.41585    -212.532       9.60255e-06
2.41585    -211.832       1.00993e-05
2.41585    -211.132       9.3813e-06
2.41585    -210.432       8.7844e-06
2.41585    -209.732       8.99557e-06
2.41585    -209.032       1.01523e-05
2.41585    -208.332       1.11743e-05
2.41585    -207.632       1.05956e-05
2.41585    -206.932       8.89889e-06
2.41585    -206.232       7.7041e-06
2.41585    -205.532       7.09769e-06
2.41585    -204.832       6.80403e-06
2.41585    -204.132       6.67583e-06
2.41585    -203.432       6.6052e-06
2.41585    -202.732       6.53801e-06
2.41585    -202.032       6.5147e-06
2.41585    -201.332       6.53164e-06
2.41585    -200.632       6.59531e-06
2.41585    -199.932       6.73941e-06
2.41585    -199.232       7.02019e-06
2.41585    -198.532       7.3828e-06
2.41585    -197.832       7.35946e-06
2.41585    -197.132       7.10762e-06
2.41585    -196.432       7.02092e-06
2.41585    -195.732       7.09719e-06
2.41585    -195.032       7.25085e-06
2.41585    -194.332       7.47911e-06
2.41585    -193.632       7.57479e-06
2.41585    -192.932       7.36544e-06
2.41585    -192.232       7.21777e-06
2.41585    -191.532       7.19131e-06
2.41585    -190.832       7.2418e-06
2.41585    -190.132       7.35209e-06
2.41585    -189.432       7.53191e-06
2.41585    -188.732       7.80695e-06
2.41585    -188.032       8.13241e-06
2.41585    -187.332       8.44937e-06
2.41585    -186.632       8.99315e-06
2.41585    -185.932       1.00342e-05
2.41585    -185.232       1.15938e-05
2.41585    -184.532       1.23635e-05
2.41585    -183.832       1.26257e-05
2.41585    -183.132       1.33599e-05
2.41585    -182.432       1.44723e-05
2.41585    -181.732       1.66135e-05
2.41585    -181.032       1.82629e-05
2.41585    -180.332       1.85359e-05
2.41585    -179.632       1.71875e-05
2.41585    -178.932       1.61311e-05
2.41585    -178.232       1.76112e-05
2.41585    -177.532       2.13063e-05
2.41585    -176.832       2.26293e-05
2.41585    -176.132       2.0444e-05
2.41585    -175.432       1.87077e-05
2.41585    -174.732       1.70005e-05
2.41585    -174.032       1.59396e-05
2.41585    -173.332       1.4763e-05
2.41585    -172.632       1.2708e-05
2.41585    -171.932       1.11631e-05
2.41585    -171.232       1.03454e-05
2.41585    -170.532       9.75576e-06
2.41585    -169.832       9.34478e-06
2.41585    -169.132       9.11181e-06
2.41585    -168.432       8.98977e-06
2.41585    -167.732       8.93873e-06
2.41585    -167.032       8.94238e-06
2.41585    -166.332       8.98886e-06
2.41585    -165.632       9.03863e-06
2.41585    -164.932       9.09838e-06
2.41585    -164.232       9.19456e-06
2.41585    -163.532       9.33782e-06
2.41585    -162.832       9.56244e-06
2.41585    -162.132       9.91625e-06
2.41585    -161.432       1.0532e-05
2.41585    -160.732       1.15659e-05
2.41585    -160.032       1.25862e-05
2.41585    -159.332       1.28335e-05
2.41585    -158.632       1.30331e-05
2.41585    -157.932       1.39053e-05
2.41585    -157.232       1.48435e-05
2.41585    -156.532       1.50564e-05
2.41585    -155.832       1.49999e-05
2.41585    -155.132       1.528e-05
2.41585    -154.432       1.6323e-05
2.41585    -153.732       1.78922e-05
2.41585    -153.032       1.87384e-05
2.41585    -152.332       1.92557e-05
2.41585    -151.632       1.93606e-05
2.41585    -150.932       2.17722e-05
2.41585    -150.232       2.53754e-05
2.41585    -149.532       2.40477e-05
2.41585    -148.832       1.95852e-05
2.41585    -148.132       1.66081e-05
2.41585    -147.432       1.55703e-05
2.41585    -146.732       1.4936e-05
2.41585    -146.032       1.35584e-05
2.41585    -145.332       1.24649e-05
2.41585    -144.632       1.19292e-05
2.41585    -143.932       1.17444e-05
2.41585    -143.232       1.16306e-05
2.41585    -142.532       1.1405e-05
2.41585    -141.832       1.12165e-05
2.41585    -141.132       1.11241e-05
2.41585    -140.432       1.10933e-05
2.41585    -139.732       1.10984e-05
2.41585    -139.032       1.11262e-05
2.41585    -138.332       1.11698e-05
2.41585    -137.632       1.12257e-05
2.41585    -136.932       1.12917e-05
2.41585    -136.232       1.13665e-05
2.41585    -135.532       1.14498e-05
2.41585    -134.832       1.15418e-05
2.41585    -134.132       1.1643e-05
2.41585    -133.432       1.17554e-05
2.41585    -132.732       1.1882e-05
2.41585    -132.032       1.20289e-05
2.41585    -131.332       1.22084e-05
2.41585    -130.632       1.24448e-05
2.41585    -129.932       1.27651e-05
2.41585    -129.232       1.30971e-05
2.41585    -128.532       1.34164e-05
2.41585    -127.832       1.37432e-05
2.41585    -127.132       1.38775e-05
2.41585    -126.432       1.41351e-05
2.41585    -125.732       1.47338e-05
2.41585    -125.032       1.58538e-05
2.41585    -124.332       1.76561e-05
2.41585    -123.632       1.95306e-05
2.41585    -122.932       2.09297e-05
2.41585    -122.232       2.20624e-05
2.41585    -121.532       2.39103e-05
2.41585    -120.832       2.61515e-05
2.41585    -120.132       2.57783e-05
2.41585    -119.432       2.57641e-05
2.41585    -118.732       2.57948e-05
2.41585    -118.032       2.58391e-05
2.41585    -117.332       2.79202e-05
2.41585    -116.632       3.01132e-05
2.41585    -115.932       2.87045e-05
2.41585    -115.232       2.65217e-05
2.41585    -114.532       2.3851e-05
2.41585    -113.832       2.09609e-05
2.41585    -113.132       1.87727e-05
2.41585    -112.432       1.75301e-05
2.41585    -111.732       1.68755e-05
2.41585    -111.032       1.6538e-05
2.41585    -110.332       1.64117e-05
2.41585    -109.632       1.64139e-05
2.41585    -108.932       1.64065e-05
2.41585    -108.232       1.63566e-05
2.41585    -107.532       1.63806e-05
2.41585    -106.832       1.6479e-05
2.41585    -106.132       1.66345e-05
2.41585    -105.432       1.68435e-05
2.41585    -104.732       1.71142e-05
2.41585    -104.032       1.74675e-05
2.41585    -103.332       1.79441e-05
2.41585    -102.632       1.86226e-05
2.41585    -101.932       1.96616e-05
2.41585    -101.232       2.14021e-05
2.41585    -100.532       2.4607e-05
2.41585    -99.832       3.06807e-05
2.41585    -99.132       3.85285e-05
2.41585    -98.432       3.7071e-05
2.41585    -97.732       2.9305e-05
2.41585    -97.032       2.44017e-05
2.41585    -96.332       2.1984e-05
2.41585    -95.632       2.07768e-05
2.41585    -94.932       2.0156e-05
2.41585    -94.232       1.98416e-05
2.41585    -93.532       1.97004e-05
2.41585    -92.832       1.96648e-05
2.41585    -92.132       1.96977e-05
2.41585    -91.432       1.97778e-05
2.41585    -90.732       1.98926e-05
2.41585    -90.032       2.00343e-05
2.41585    -89.332       2.01984e-05
2.41585    -88.632       2.03826e-05
2.41585    -87.932       2.05865e-05
2.41585    -87.232       2.08111e-05
2.41585    -86.532       2.10601e-05
2.41585    -85.832       2.13402e-05
2.41585    -85.132       2.16637e-05
2.41585    -84.432       2.20534e-05
2.41585    -83.732       2.25514e-05
